epoch,train_loss,train_recon,train_kld,val_fid
1,872.3947435835718,867.6813492036201,4.713390930457382,5.2205939292907715
2,675.2986785458846,658.0071187623789,17.291560011850276,4.506865978240967
3,602.1036720813161,580.6329680966659,21.47070538158148,4.571195125579834
4,530.2406014455876,501.41581231775416,28.824789289017797,7.087569236755371
5,426.47419373418245,387.3198603240537,39.15433357131313,4.0382866859436035
6,396.68667043766504,356.3044902103048,40.38218060345717,3.7766213417053223
7,379.2381574603873,338.3200223680953,40.91813176114794,3.595975399017334
8,363.5644587127256,321.72502974389306,41.83943063440457,3.4213459491729736
9,347.4462142729423,304.74285200951806,42.70336484237456,3.120295286178589
10,335.85125560491855,292.3229305643431,43.52832455702231,3.1294949054718018
11,325.8748272103323,281.90651907047754,43.96830846222354,3.0721492767333984
12,319.12126696949275,274.8838152818277,44.237451795121316,2.9334819316864014
13,313.8394667934364,269.03561358384684,44.80385197384257,2.896939277648926
14,306.96460992517603,261.5515164657378,45.41309302961323,2.7751805782318115
15,303.0196589080381,257.1888354664118,45.8308232267138,2.801009178161621
16,298.6314770335882,252.43649098570918,46.1949836301132,2.843113660812378
17,295.4420711893431,248.74734260666537,46.694726164911835,2.8146660327911377
18,292.41507559762874,245.45481765102332,46.960256818314676,2.7385873794555664
19,290.21504533794564,242.86307042081592,47.351972230723206,2.7795560359954834
20,287.4578371719575,239.73485296544894,47.72298350804289,2.593332052230835
21,285.3095299089459,237.47620574521346,47.83332534575126,2.629375696182251
22,282.75763713138207,234.802988401601,47.95464905214981,2.6189517974853516
23,281.07960918587696,232.67711306289888,48.40249676771567,2.5478744506835938
24,279.0664705088441,230.29337837326693,48.77309186693648,2.5489487648010254
25,276.887080232862,227.70565452038403,49.18142673331247,2.5887649059295654
26,275.93758940360914,226.5364450803945,49.40114314119581,2.520108461380005
27,274.50950772997356,225.0072021484375,49.50230396969218,2.4534924030303955
28,272.9508181289888,223.45259223185795,49.49822525239327,2.439059257507324
29,271.94564475475903,222.41765949088082,49.527985908615754,2.4576876163482666
30,270.93900997537963,221.40340197925838,49.53560896322761,2.4639639854431152
