epoch,train_loss,train_recon,train_kld,val_fid
1,705.189267440581,690.5535725338358,14.635691614490343,4.711610317230225
2,501.1501727037027,472.1456874793684,29.004484687052983,3.8448450565338135
3,381.8560313909826,346.286552751568,35.569477887220785,3.6528501510620117
4,346.89603133940363,310.1246544206646,36.77137767093282,3.65763258934021
5,326.0473357724472,287.3766814755722,38.67065252384669,3.53643798828125
6,312.60613540864324,272.408315094424,40.19782042167556,3.520930528640747
7,303.1374387069487,261.5124410709865,41.62499699122469,3.4698009490966797
8,295.0701083331041,252.86528982243067,42.20481867185781,3.408863067626953
9,290.25647617393815,247.40148302534936,42.85499282622001,3.376908302307129
10,286.6396510164503,243.18027034275968,43.45938013640927,3.1970343589782715
11,284.3966434102663,240.5696346659056,43.827010087563956,3.3511111736297607
12,281.95094707650196,237.60353819081482,44.34740985279352,3.364448070526123
13,279.634570054605,234.51107164839624,45.123499910596394,3.276365041732788
14,277.1781521649428,231.0892413502008,46.0889114057514,3.321232795715332
15,273.62297724334286,226.92644661916813,46.69652992570904,2.765117645263672
16,267.0488139407735,219.36807444397832,47.6807380461357,2.5519862174987793
17,259.99979561819157,211.8264237524758,48.17337433720978,2.60843563079834
18,255.3337928879429,206.59739126286036,48.73640194745131,2.4607834815979004
19,253.050288025762,204.1575065935162,48.89278272172095,2.5374860763549805
20,251.3688075105909,202.18090154083683,49.18790704431668,2.468414068222046
21,250.14062929825045,200.95040205834616,49.19022648771044,2.4586381912231445
22,248.16381964885014,198.87636576907735,49.28745377231652,2.4876344203948975
23,247.68382821956152,198.20726528973645,49.476561586621784,2.462344169616699
24,246.47343229911698,196.69739779620105,49.77603337462519,2.426896095275879
25,245.24292228591275,195.50753870144698,49.73538347700952,2.4883151054382324
26,244.06555734553808,193.95840239189042,50.107155007375795,2.4743406772613525
27,242.55193124690527,192.2481874277894,50.30374349674708,2.4537782669067383
28,240.82429031586983,190.17533530651684,50.64895490189673,2.363905191421509
29,240.65252771511885,189.78593487806722,50.86659144012021,2.3454346656799316
30,238.85892626265405,188.13131284042143,50.727613368504485,2.3430659770965576
31,238.01663250990316,186.9426054618728,51.07402565109898,2.34653902053833
32,237.95540737098372,186.9309698830188,51.024438078974335,2.370239496231079
33,238.01980827224088,186.97004441812004,51.04976374666456,2.3373732566833496
34,235.94478639414612,184.5482158392248,51.396570662377584,2.30592942237854
35,234.71045953455106,183.31550232793245,51.39495677679357,2.2734861373901367
36,233.74800324775802,182.29294768857284,51.45505464580697,2.3118138313293457
37,233.51996236451916,181.97526249415438,51.544700031549155,2.3349435329437256
38,232.5414882176359,180.87050725372745,51.670982360839844,2.2656500339508057
39,233.20363369793958,181.50583766883528,51.69779554555114,2.3445889949798584
40,230.95250540719906,179.28070261780644,51.671804186323996,2.2596895694732666
41,231.1284998504209,179.25892445738887,51.86957480202258,2.2218844890594482
42,230.97858869525749,179.16160562004842,51.81698280656841,2.2682857513427734
43,229.415390659386,177.33664284289722,52.078747494119995,2.2040634155273438
44,228.93702396876375,176.90695082973426,52.03007270920445,2.2075159549713135
45,229.4772929876623,177.34210011656856,52.13519340837505,2.170208692550659
46,228.0739236751073,175.84437260157625,52.22955091234664,2.1431562900543213
47,227.73222114670443,175.3436094472106,52.38861137712505,2.159987688064575
48,226.70470933511223,174.33775845379895,52.36695109622579,2.207789182662964
49,226.53554330745214,173.9969432991995,52.53860038434956,2.1256449222564697
50,225.7546865973674,173.20692680251432,52.547758935203014,2.1630425453186035
51,225.70111384861906,173.09341838997855,52.60769696302817,2.1613729000091553
52,224.99882937149263,172.3048908072458,52.69393840306242,2.0756845474243164
53,225.34426342601506,172.64405392928862,52.70020928181393,2.0459706783294678
54,224.17627769792583,171.44101231534717,52.73526624222876,2.0842444896698
55,224.76341183084838,171.91674095476176,52.846670553717814,2.2119975090026855
56,223.496928685148,170.65035366004622,52.84657362817039,2.1420834064483643
57,223.00067611479423,170.1093201973069,52.891354789196605,2.1029882431030273
58,222.45472824741418,169.38906688421545,53.065661631839376,2.0764691829681396
59,222.42390570842045,169.34441730338082,53.07948915723344,2.023372173309326
60,222.1247429646237,169.0088945845483,53.115848487531636,2.074467658996582
61,221.81656313614107,168.56090470434916,53.25565848552005,2.0840561389923096
62,221.190117204693,168.01582981163347,53.17428793034083,2.0410141944885254
63,221.1664443754814,167.9749289499202,53.191514888279876,2.015775680541992
64,220.8889725376183,167.54799490915218,53.34097773592237,2.003753900527954
65,220.39914714114767,166.9803653770769,53.41878154915823,1.9924343824386597
66,220.1392783581371,166.77466787418848,53.364610698861135,1.968261957168579
67,220.623354414819,167.1444863332829,53.47886781289544,2.0274200439453125
68,219.75221037528885,166.40257542569873,53.34963500331825,2.006524085998535
69,219.19882868377255,165.57702529262488,53.62180365978832,2.1020894050598145
70,218.76029065629126,165.23703282315967,53.52325756449095,1.971962332725525
71,218.81651607029875,165.2296503631162,53.586866244463856,1.9571582078933716
72,218.08310667226013,164.44991076832088,53.633195581570476,2.005866289138794
73,217.9916525827327,164.31307381643376,53.67857822901766,2.0238935947418213
74,218.07123855805733,164.2869542081591,53.784283060423085,2.004885196685791
75,217.73730447258748,163.98164023815747,53.755664019517496,2.065542459487915
76,217.5874676771567,163.89554628184143,53.69192177141216,2.004408121109009
77,217.045961836694,163.2211583097216,53.82480368815677,1.934027075767517
78,216.80120849609375,162.86982533629512,53.93138342843929,1.9465842247009277
79,217.4398174017248,163.68968179192342,53.750135394888865,1.9922380447387695
80,217.163799017248,163.33396417322294,53.829835220122,2.0170249938964844
81,217.41508806255501,163.50751592071964,53.90757208810726,2.034506320953369
82,215.59306206501705,161.62536599602498,53.96769585407956,1.9827449321746826
83,215.29256858288403,161.2918866654517,54.00068132642289,2.0252857208251953
84,215.18143602827905,161.24840878768705,53.933026864495076,1.916455626487732
85,215.633886632785,161.60245868521676,54.031427517743175,1.99355947971344
86,215.21853659186564,161.08405314700704,54.1344834448586,1.9536247253417969
87,214.38296508789062,160.23776051695918,54.14520440974706,1.97414231300354
88,214.28269077354753,160.04791582134408,54.23477548948476,1.9644109010696411
89,214.18819201832088,159.91586561605965,54.2723268858144,1.8749874830245972
90,213.86977117833956,159.78927289935905,54.08049758051483,1.9537923336029053
91,213.8825644909496,159.64740763919454,54.23515658311441,1.9605752229690552
92,214.1861443318112,159.90864133163237,54.27750219425685,1.977319598197937
93,214.40864863865812,160.16356476259904,54.245083768602825,1.9687530994415283
94,214.2137214768101,159.93210569569763,54.28161513637489,1.973034381866455
95,214.07773600833517,159.69564411002145,54.38209248932315,1.9400789737701416
96,212.60562778526628,158.0713221590284,54.534306163519204,1.8855390548706055
97,212.67985706597986,158.19915749993123,54.48069978096116,1.911712646484375
98,213.03430519641284,158.51261579486686,54.52169010001169,1.9056490659713745
99,213.06961919220402,158.58658524634134,54.483033569765766,1.926664113998413
100,212.39883809694103,157.87015651649153,54.52868120435258,1.9414459466934204
101,212.5478876678037,157.95108762929138,54.596800307152975,1.8441143035888672
102,211.78973882970675,157.24022685306173,54.54951197664503,1.9055006504058838
103,212.04656789000606,157.40210283306283,54.64446478830257,1.876019835472107
104,211.62051778444103,157.06910920478927,54.55140863337987,1.9219930171966553
105,211.67133234588192,157.03946782501652,54.631864144768514,1.936895489692688
106,211.46837540747416,156.81110435808208,54.65727088820766,1.9715019464492798
107,211.49250535562004,156.89770185443717,54.5948031788141,1.948722004890442
108,211.05761396381217,156.2904804928202,54.7671340620014,1.8765888214111328
109,211.07902978171765,156.2452996482312,54.833729864845814,1.8581596612930298
110,210.6437478938573,155.89637433978874,54.74737441371864,1.8415662050247192
111,210.7921591745296,155.96269011161698,54.82946874054385,1.9452929496765137
112,211.24817410321302,156.46205783897722,54.786115888138895,1.8824702501296997
113,210.6378545626788,155.85465895961707,54.783195226964814,1.858502745628357
114,210.13162553814095,155.17968019297425,54.95194641972931,1.9210816621780396
115,211.18865773375606,156.20078159386003,54.98787651599293,1.8034474849700928
116,211.46281046262928,156.50113753197897,54.961672715737784,1.93974769115448
117,211.02552816901408,156.20780214121643,54.817726135253906,1.8713538646697998
118,209.9253993504484,155.01336347553092,54.912036251014385,1.8364100456237793
119,209.808339723399,154.81843287508252,54.98990749305403,1.8301615715026855
120,209.5240048690581,154.51553753060355,55.00846723099829,1.9148335456848145
121,209.17046624841825,154.19369936660982,54.97676650571152,1.8544318675994873
122,208.86341535541374,153.96095662721447,54.90245980276188,1.9262551069259644
123,208.82423207457637,153.75976626973755,55.06446612720758,1.8658758401870728
124,210.22670047383912,155.12250808930733,55.10419163233797,1.9044359922409058
125,208.87079459176937,153.81464976995764,55.05614417707417,1.840573787689209
126,208.64090352662853,153.59350908306283,55.04739412119691,1.864545464515686
127,208.50961454149703,153.40114561268982,55.108468767622824,1.8023583889007568
128,208.74898410850847,153.6876622589541,55.06132147345745,1.8995970487594604
129,208.47648491657955,153.36644411758638,55.110040100527485,1.8269742727279663
130,208.48708547672754,153.27855929522448,55.20852618150308,1.8510050773620605
131,208.56187567912357,153.40279270225847,55.159082654496316,1.839939832687378
132,207.98869968468034,152.84095355826364,55.14774553540727,1.84539794921875
133,208.22819218165438,153.0958337918134,55.132358819666045,1.8253175020217896
134,207.41610868212203,152.2661945181833,55.14991523850132,1.7806627750396729
135,207.82263742366308,152.55994791380115,55.26269047696825,1.8744895458221436
136,208.24946852133309,153.12443241602938,55.12503551429426,1.8382948637008667
137,207.95427177321744,152.74584917954996,55.20842194892991,1.776471734046936
138,207.0903836102553,151.86869016835388,55.22169317326075,1.8092049360275269
139,207.19531185526245,151.89902764978544,55.296284527845785,1.8018003702163696
140,207.13397216796875,151.76509416607064,55.36887698106363,1.8692880868911743
141,207.6549620292556,152.36304334183814,55.29191868741747,1.796790361404419
142,206.92252231651628,151.5769070907378,55.34561506459411,1.878401517868042
143,207.45988894180513,152.10421151174626,55.355677483787,1.8111233711242676
144,207.06832563373405,151.68729067520357,55.38103468988983,1.7992968559265137
145,207.09010830731458,151.67260505783725,55.41750405539929,1.816187858581543
146,206.41817506602112,150.96384010852222,55.454335226139555,1.8338298797607422
147,206.480707947637,151.1303410059969,55.35036678045568,1.8281738758087158
148,206.51397877008142,151.07105738680127,55.44292143700828,1.8206253051757812
149,205.5954093395824,150.20865018602828,55.3867585625447,1.8118064403533936
150,206.03901392977002,150.58253629442672,55.45647768907144,1.8352036476135254
151,206.40509849870708,150.88494593660596,55.52015438885756,1.8135943412780762
152,205.70089012468364,150.18978860344686,55.51110109141175,1.8058162927627563
153,206.23948948819873,150.80781361754512,55.43167436626595,1.8262478113174438
