config,config_label_full,lr,z,bs,n_seeds,seeds,fid_mean,fid_std,fid_min,fid_max,source_folders,best_seed,best_epoch,best_seed_fid,best_source_folder,best_source_file,config_display_label,seed_42_fid,seed_142_fid,seed_242_fid,fid_mean_std,seed_fids,seed_header
lr=0.001_z=64_bs=32,"LR=0.001, z=64, batch size=32",0.001,64,32,3,"42, 142, 242",101.02999999999999,5.251399813383094,95.85,106.35,.,142,240,95.85,.,training (4).log,"LR=0.001, z=64, batch size=32",100.89,95.85,106.35,101.03 ± 5.25,100.89 / 95.85 / 106.35,42 / 142 / 242
